id,name,category_code,Operating,Acquired,IPO,Closed,Closed_date,country_code,region,first_funding_date,last_funding_date,funding_rounds,funding_total_usd,emp_engineering_degrees,emp_cs_degrees,emp_business_degrees,emp_matphy_degrees,emp_law_degrees,emp_social_degrees,emp_top_uni_degrees,emp_top_business_degrees,f_engineering_degrees,f_cs_degrees,f_business_degrees,f_matphy_degrees,f_law_degrees,f_social_degrees,f_top_uni_degrees,f_top_business_degrees,emp_big_5_people,emp_mbb_people,emp_industry_people,emp_successful_startup_people,emp_failed_startup_people,emp_succesful_founders,emp_failed_founders,f_big_5_people,f_mbb_people,f_industry_people,f_successful_startup_people,f_failed_startup_people,f_succesful_founders,f_failed_founders,founded_date
134,stylediary,web,0,1,0,0,,USA,California - Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
135,GoingOn,software,1,0,0,0,,USA,SF Bay,2005,2011,3,8500000,1,3,4,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,2008
136,Flixster,web,0,1,0,0,,USA,SF Bay,2006,2008,3,7175000,1,3,2,1,1,1,10,3,2,1,0,0,0,0,3,1,0,1,4,8,2,1,0,0,0,1,1,1,0,0,2006
137,Checkster,web,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
138,PhotoBox,ecommerce,0,1,0,0,,GBR,London,2005,2007,2,5000000,1,0,6,0,2,0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2000
139,Spreadshirt,advertising,1,0,0,0,,USA,Pittsburg,2006,2009,2,12740000,0,3,12,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2002
140,Socialtext,enterprise,1,0,0,0,,USA,SF Bay,2004,2012,6,19100000,1,4,3,1,0,2,3,1,0,0,0,0,0,0,1,0,2,1,3,8,2,2,0,0,0,0,1,0,0,0,2002
141,Bazaarvoice,software,0,0,1,0,,USA,Austin,2006,2012,5,130552663,8,10,20,1,2,2,22,11,0,0,2,0,0,0,1,1,3,0,9,18,1,1,0,0,0,0,0,0,0,0,2005
142,spigit,software,1,0,0,0,,USA,SF Bay,2007,2012,7,55600000,2,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2006
143,ConnectMeAnywhere,web,1,0,0,0,,GBR,London W11 2HX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
144,Ohloh,web,0,1,0,0,,USA,Seattle,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
145,hi5,games_video,0,1,0,0,,USA,SF Bay,2007,2010,4,52000000,4,3,6,1,0,1,8,2,0,2,0,0,0,0,2,0,0,0,4,9,0,1,0,0,0,0,1,0,0,0,2003
146,Clipperz,web,1,0,0,0,,ITA,Bagnacavallo,,,0,0,,,,,,,,,0,2,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,2005
147,Tagged,social,1,0,0,0,,USA,SF Bay,2005,2012,5,28701975,1,2,5,2,2,1,9,2,0,0,0,4,0,0,4,0,3,0,1,11,1,3,0,0,0,0,0,0,0,0,2004
148,ScanScout,advertising,0,1,0,0,,USA,Boston,2007,2009,3,17500000,1,2,3,0,0,2,1,1,1,1,2,0,0,0,2,0,1,0,2,4,1,2,0,0,0,0,1,0,0,0,2005
149,37signals,public_relations,1,0,0,0,,USA,Chicago,2006,2006,1,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1999
150,Indeed,web,0,1,0,0,,USA,Austin,2005,2005,1,5000000,2,2,1,1,0,0,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2004
151,Jaxtr,mobile,0,1,0,0,,USA,SF Bay,2007,2008,3,21500000,2,1,4,0,0,0,6,1,0,0,1,0,0,0,2,0,2,0,2,9,1,4,0,0,0,1,1,1,0,0,2005
152,NetSuite,enterprise,0,0,1,0,,USA,SF Bay,2011,2011,1,1500000,2,2,7,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,10,12,1,0,0,0,0,0,0,0,0,0,1998
153,introNetworks,web,1,0,0,0,,USA,Santa Barbara,2007,2007,1,2700000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2003
154,Kwiqq,web,1,0,0,0,,GBR,London,,,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
155,Leverage Software,software,0,1,0,0,,USA,SF Bay,2005,2005,1,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2003
156,Lithium Technologies,software,1,0,0,0,,USA,SF Bay,2007,2013,5,147650011,2,5,11,2,0,0,18,7,0,0,0,0,0,0,0,0,3,0,9,15,1,0,0,0,0,0,0,0,1,0,2001
157,Genius.com,software,1,0,0,0,,USA,SF Bay,2006,2011,5,40927053,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005
158,Wallhogs,public_relations,1,0,0,0,,USA,Pittsburg,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
159,Dial Directions,web,0,1,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,2007
160,Curse,games_video,1,0,0,0,,USA,SF Bay,2007,2009,2,12000000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2006
161,GoLightly,software,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005
162,DeliveryEdge,ecommerce,0,0,0,1,2009,USA,SF Bay,2007,2007,1,1500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
163,Grockit,social,0,1,0,0,,USA,SF Bay,2007,2012,6,44700000,3,6,4,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,8,4,0,0,0,0,0,1,0,0,0,2006
164,PeerMe,games_video,0,0,0,1,2009,USA,SF Bay,2005,2005,1,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
165,Kiptronic,advertising,0,1,0,0,,USA,SF Bay,2005,2008,3,7300000,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2005
166,Real Time Matrix,web,1,0,0,0,,USA,SF Bay,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007
167,Zenfolio,network_hosting,0,1,0,0,,USA,SF Bay,2005,2005,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
168,King.com,games_video,1,0,0,0,,GBR,London,2005,2005,1,43000000,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2003
169,FeVote,web,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
170,Phonezoo,web,1,0,0,0,,USA,SF Bay,2006,2007,2,2060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2006
171,LongJump,enterprise,0,1,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1999
172,DOmedia,advertising,1,0,0,0,,USA,Columbus,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2007
173,Nononina,web,1,0,0,0,,USA,California - Other,,,0,0,,,,,,,,,0,0,3,0,0,1,1,2,,,,,,,,0,0,1,1,1,0,0,2007
174,PodTech,games_video,1,0,0,0,,USA,SF Bay,2006,2007,2,7500000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
175,PayScale,software,1,0,0,0,,USA,Seattle,2004,2011,7,30999999,0,1,3,4,0,0,5,2,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1999
176,Crackle,games_video,1,0,0,0,,USA,Los Angeles,2005,2005,1,1750000,0,0,3,0,0,1,2,2,1,1,0,0,0,0,1,0,1,0,4,3,2,2,1,1,1,1,0,0,0,1,2004
177,Truphone,mobile,1,0,0,0,,GBR,London,,,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2006
178,IntenseDebate,web,0,1,0,0,,USA,Denver,2007,2007,2,515000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2006
179,Reddit,web,0,1,0,0,,USA,SF Bay,2005,2005,1,100000,0,0,0,6,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005
180,Wikia,web,1,0,0,0,,USA,SF Bay,2004,2012,4,24800000,4,6,9,0,0,2,12,5,0,0,2,0,0,1,0,0,2,1,10,11,1,0,0,0,0,0,2,0,1,0,2006
181,BuddyTV,games_video,1,0,0,0,,USA,Seattle,2007,2013,4,10550000,2,2,4,1,0,0,5,5,2,0,0,0,0,0,4,6,1,0,0,6,1,0,0,0,0,0,1,0,0,0,2005
182,Retrevo,web,0,1,0,0,,USA,SF Bay,2006,2008,3,11900000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2006
183,Buxfer,web,1,0,0,0,,USA,SF Bay,2007,2007,2,315000,,,,,,,,,0,3,0,0,0,0,2,0,,,,,,,,1,0,0,2,0,0,0,2007
184,Brightcove,enterprise,0,0,1,0,,USA,Boston,2005,2010,6,103100000,4,2,11,0,0,1,7,4,0,0,1,0,0,0,0,0,1,0,3,16,3,0,0,0,0,0,0,0,0,0,2004
185,Hightail,network_hosting,1,0,0,0,,USA,SF Bay,2005,2013,6,82700000,8,9,14,3,0,3,13,7,0,2,0,0,0,0,2,0,0,0,6,16,3,2,0,0,0,0,0,0,0,0,2004
186,Tangler,web,0,0,0,1,2012,USA,SF Bay,2006,2006,1,1500000,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2006
187,TextPayMe,web,0,1,0,0,,USA,Seattle,2005,2005,1,0,,,,,,,,,0,2,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,2005
188,obopay,mobile,1,0,0,0,,USA,SF Bay,2006,2011,6,144760181,0,2,6,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,2,7,0,2,0,0,0,1,1,0,0,0,2005
189,PayPal,finance,0,1,0,0,,USA,SF Bay,1999,2001,5,197000000,19,27,62,8,3,4,51,37,1,2,3,1,1,0,5,1,13,1,2,69,8,16,2,2,0,0,4,0,1,0,1998
190,Vudu,hardware,0,1,0,0,,USA,SF Bay,2005,2007,2,36000000,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,2004
191,Sharetronix,enterprise,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
192,Outside.in,web,0,1,0,0,,USA,New York,2007,2009,5,14400000,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2006
193,WebbAlert,games_video,0,0,0,1,2009,USA,Los Angeles,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
194,Citysearch,web,1,0,0,0,,USA,Los Angeles,,,0,0,3,2,16,3,3,1,15,9,0,0,0,0,0,0,0,1,0,4,26,13,1,0,0,0,0,0,1,0,0,0,1995
195,Limelight Networks,network_hosting,0,0,1,0,,USA,Phoenix,2011,2011,1,5000000,3,5,5,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,10,0,1,0,0,0,0,0,0,0,0,2001
196,Judys Book,search,1,0,0,0,,USA,Seattle,2004,2005,2,10500000,3,1,1,0,0,0,3,2,2,0,1,0,1,0,3,5,1,0,0,5,1,1,0,0,0,0,2,0,0,0,2004
197,Snapfish,network_hosting,0,1,0,0,,USA,SF Bay,1999,2000,2,43500000,0,1,11,2,0,0,9,5,3,2,0,0,0,0,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1999
198,IMVU,web,1,0,0,0,,USA,SF Bay,2006,2009,4,29000000,4,3,5,0,0,0,5,5,0,1,0,0,0,0,1,0,1,1,9,10,2,0,0,0,0,0,1,0,0,0,2004
199,Techstars,finance,1,0,0,0,,USA,Denver,2011,2011,3,34000000,10,14,34,6,1,5,35,13,0,1,2,1,0,0,3,1,2,0,3,26,5,10,1,0,0,0,2,1,1,0,2006
200,madKast,web,0,1,0,0,,USA,Denver,2007,2007,2,315000,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,0,1,1,0,0,0,2007
201,Nirvanix,enterprise,0,0,0,1,2013,USA,San Diego,2007,2012,5,70000000,4,4,6,0,0,0,6,3,0,0,2,0,0,0,0,2,1,1,7,8,0,0,0,0,0,0,0,0,0,0,2007
202,Userplane,enterprise,0,1,0,0,,USA,Los Angeles,,,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2001
203,Conecta 2,consulting,0,0,0,1,2012,USA,SF Bay,2007,2007,1,15000,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
204,Outdoorzy,network_hosting,1,0,0,0,,USA,Bowling Green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
205,Scrybe,enterprise,1,0,0,0,,USA,SF Bay,2007,2013,3,1309000,0,0,1,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
206,ActiveWorlds,games_video,1,0,0,0,,USA,Las Vegas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
207,Neopets,web,0,1,0,0,,USA,TBD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1999
208,Gaia Interactive,games_video,1,0,0,0,,USA,SF Bay,2006,2008,4,31930000,1,4,6,0,0,0,9,2,0,2,0,0,0,0,1,0,3,0,10,10,0,0,0,0,0,0,0,0,0,0,2003
209,Dubit,web,1,0,0,0,,GBR,Leeds,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
210,Viagogo,ecommerce,1,0,0,0,,USA,SF Bay,2005,2009,5,65000000,1,3,7,0,0,0,5,3,0,0,0,0,0,0,1,0,2,0,3,5,0,1,0,0,0,0,0,0,1,0,2005
211,Echo,enterprise,1,0,0,0,,USA,SF Bay,2007,2008,2,4800000,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2007
212,INgage Networks,software,1,0,0,0,,USA,Naples,,,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1999
213,Pickle,web,0,1,0,0,,USA,Washington DC,,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006
214,Pringo,enterprise,0,1,0,0,,USA,Los Angeles,,,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
215,SelectMinds,network_hosting,0,1,0,0,,USA,New York,2007,2007,1,5500000,2,1,4,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2000
216,Revver,games_video,0,1,0,1,2011,USA,Los Angeles,2005,2006,2,12700000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,1,1,1,2004
217,Metacafe,games_video,1,0,0,0,,USA,SF Bay,2006,2010,3,50000000,1,4,9,1,1,0,3,2,0,1,1,1,0,0,0,0,0,0,7,10,0,1,1,0,0,1,0,0,0,0,2003
218,Diet TV,other,1,0,0,0,,USA,TBD,2007,2007,1,2000000,,,,,,,,,0,0,1,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,2002
219,MindTouch,enterprise,1,0,0,0,,USA,San Diego,,,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2004
220,ChaCha,advertising,1,0,0,0,,USA,Indianapolis,2006,2013,8,89000000,1,0,6,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,1,0,0,0,2005
221,Flock,web,0,1,0,0,,USA,SF Bay,2005,2008,5,28300000,1,4,5,1,0,1,5,2,0,2,1,0,0,0,0,1,2,0,3,4,1,0,0,0,0,2,1,0,1,1,2005
222,Small World Labs,network_hosting,1,0,0,0,,USA,Austin,2008,2008,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
223,Telligent Systems,software,1,0,0,0,,USA,Dallas,2008,2013,3,29475000,2,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,8,0,1,0,0,0,0,0,0,0,0,2004
224,VMIX Media,enterprise,1,0,0,0,,USA,San Diego,2006,2010,4,26000000,1,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2005
225,Web Scribble Solutions,web,1,0,0,0,,USA,Albany,,,0,0,,,,,,,,,4,3,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,2001
226,Kontera,advertising,1,0,0,0,,USA,SF Bay,2006,2013,5,36139969,1,6,5,2,0,0,4,1,0,2,1,0,1,0,0,2,2,0,5,6,0,1,0,0,0,0,0,0,0,0,2003
227,Crowd Factory,advertising,0,1,0,0,,USA,SF Bay,2011,2011,1,6500000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009
228,Akamai Technologies,enterprise,0,0,1,0,,USA,Boston,,,0,0,13,29,47,7,2,5,38,15,1,0,0,1,0,0,3,0,3,1,12,29,2,3,1,0,0,0,0,0,0,0,1998
229,Dropbox,software,1,0,0,0,,USA,SF Bay,2007,2011,4,257200000,5,17,3,1,0,0,26,1,0,1,0,0,0,0,2,0,3,0,9,24,2,2,3,0,0,0,1,0,0,1,2007
230,Curverider,network_hosting,0,1,0,0,,GBR,London,2007,2007,1,588384,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005
231,MobiTV,other,1,0,0,0,,USA,SF Bay,2003,2013,6,142799000,5,5,9,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,0,0,0,0,0,0,2003
232,TimeBridge,web,0,1,0,0,,USA,SF Bay,2005,2009,3,12400000,2,0,2,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,2005
233,TokBox,messaging,0,1,0,0,,USA,SF Bay,2007,2010,3,26000000,1,2,10,1,1,0,5,5,0,1,1,0,0,0,2,1,0,1,0,10,4,4,1,0,0,0,1,0,0,0,2007
234,Sampa,web,0,0,0,1,2009,USA,Seattle,2007,2008,2,1310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2005
235,Weebly,web,1,0,0,0,,USA,SF Bay,2007,2011,3,670000,0,2,7,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,2006
236,Yola,web,1,0,0,0,,USA,SF Bay,2007,2009,2,25000000,2,3,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2007
237,BitTorrent,web,1,0,0,0,,USA,SF Bay,2005,2008,3,40750000,3,1,8,0,0,0,5,5,0,0,1,0,0,0,0,0,1,0,7,6,0,2,0,0,0,1,1,0,0,0,2004
238,DanceJam,games_video,0,0,0,1,2011,USA,SF Bay,2007,2008,2,4500000,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2007
239,Inneractive,advertising,1,0,0,0,,USA,SF Bay,2010,2012,2,8500000,1,1,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2007
240,Xoom Corporation,ecommerce,1,0,0,0,,USA,SF Bay,2007,2011,3,78029000,1,2,13,0,0,0,7,7,0,1,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,0,2,1,1,0,2001
241,EventVue,public_relations,0,0,0,1,2010,USA,Denver,2007,2007,2,455000,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2007
242,Socialthing,network_hosting,0,1,0,0,,USA,Denver,2007,2007,2,415000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2007
243,"Localcents, Inc. (Villij.com)",web,0,1,0,0,,USA,TBD,2006,2007,3,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
244,Filtrbox,web,0,1,0,0,,USA,SF Bay,2007,2009,3,1915000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
245,Brightkite,social,0,1,0,1,2011,USA,SF Bay,2007,2009,3,1415000,0,3,2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2007
246,Bountii,ecommerce,1,0,0,0,,USA,SF Bay,2007,2007,1,15000,,,,,,,,,4,3,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,2007
247,Eventbee,web,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2003
248,Cloudant,enterprise,1,0,0,0,,USA,Boston,2008,2013,8,18250000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2008
249,Guba,web,1,0,0,0,,USA,SF Bay,,,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1998
250,GoFish,games_video,0,0,1,0,,USA,TBD,2008,2008,2,24000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,2003
251,Kiva,finance,1,0,0,0,,USA,SF Bay,2010,2012,2,6000000,2,1,5,0,0,0,10,4,0,0,0,0,0,0,0,0,0,1,1,6,0,2,0,0,0,1,0,0,0,1,2005
252,Digitalsmiths,software,1,0,0,0,,USA,Raleigh-Durham,2006,2011,5,31500000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2006
253,PartnerUp,web,0,1,0,0,,USA,Minneapolis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
254,Zopa,finance,1,0,0,0,,GBR,London,2005,2012,5,33900000,3,0,1,2,0,0,8,3,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2005
255,Zivity,network_hosting,1,0,0,0,,USA,SF Bay,2007,2008,2,8000000,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2007
256,SuicideGirls,web,1,0,0,0,,USA,Los Angeles,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2001
257,BlueLithium,advertising,0,1,0,0,,USA,SF Bay,2005,2005,1,11500000,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,1,1,0,1,0,2004
258,ContextWeb,analytics,1,0,0,0,,USA,New York,2004,2011,5,63500000,2,0,4,2,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,2000
259,DGIT,advertising,0,1,0,0,,USA,New York,2003,2007,2,38000000,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1999
260,eXpresso,public_relations,1,0,0,0,,USA,SF Bay,2007,2007,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
261,Goowy,web,0,1,0,0,,USA,San Diego,2006,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2004
262,MySpace,network_hosting,0,1,0,0,,USA,Los Angeles,,,0,0,9,29,42,3,4,7,36,8,0,1,3,1,0,0,3,0,18,1,4,63,3,8,0,0,0,0,3,0,1,0,2003
263,InviteShare,public_relations,0,1,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,2007
264,Doostang,web,0,1,0,0,,USA,SF Bay,2007,2010,3,5750000,4,1,3,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,2005
265,TechCrunch,news,0,1,0,0,,USA,SF Bay,,,0,0,7,12,37,1,4,4,51,4,0,0,5,0,1,3,1,2,4,1,8,19,4,9,2,0,0,1,2,0,0,0,2005
266,G.ho.st,web,0,0,0,1,2012,ISR,Jerusalem,2008,2008,1,3000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
267,Zango,games_video,0,0,0,1,2009,USA,Seattle,2004,2006,2,40000000,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1999
268,Docstoc,web,0,1,0,0,,USA,Los Angeles,2007,2008,2,4000000,2,2,9,2,3,0,5,2,0,0,1,0,1,0,0,0,0,0,9,12,0,1,1,0,0,0,0,0,0,0,2007
